chromosome,position_hg38
chr3,151987500
chr3,151997500
chr3,153279500
chr3,153285500
chr3,153411500
chr3,154081500
chr3,154113500
chr3,154344500
chr3,155520500
chr3,155647500
chr3,155689500
chr3,155996500
chr3,156024500
chr3,156998500
chr3,157102500
chr3,157467500
chr3,157545500
chr3,157677500
chr3,158763500
chr3,159346500
chr3,159368500
chr3,159797500
chr3,160222500
chr3,160583500
chr3,160713500
chr3,161375500
chr3,162226500
chr3,162734500
chr3,163673500
chr3,164042500
chr3,164577500
chr3,165109500
chr3,166163500
chr3,166215500
chr3,166279500
chr3,166405500
chr3,166502500
chr3,166929500
chr3,167416500
chr3,167440500
chr3,167481500
chr3,167634500
chr3,167641500
chr3,167695500
chr3,168658500
chr3,169413500
chr3,169751500
chr3,171640500
chr3,171664500
chr3,173102500
chr3,173166500
chr3,173441500
chr3,173681500
chr3,174523500
chr3,174555500
chr3,174759500
chr3,175600500
chr3,175694500
chr3,176244500
chr3,176529500
chr3,177780500
chr3,177934500
chr3,178054500
chr3,178083500
chr3,178148500
chr3,178470500
chr3,178811500
chr3,179342500
chr3,179694500
chr3,179718500
chr3,179895500
chr3,180032500
chr3,180161500
chr3,180407500
chr3,181234500
chr3,181300500
chr3,181998500
chr3,182686500
chr3,183083500
chr3,183135500
chr3,183253500
chr3,183883500
chr3,183999500
chr3,184452500
chr3,184607500
chr3,185196500
chr3,186785500
chr3,187320500
chr3,187616500
chr3,188154500
chr3,188219500
chr3,188725500
chr3,188893500
chr3,188930500
chr3,189175500
chr3,189935500
chr3,190266500
chr3,190467500
chr3,190613500
chr3,190708500
chr3,191428500
chr3,191614500
chr3,191644500
chr3,192262500
chr3,192298500
chr3,192652500
chr3,193378500
chr3,194124500
chr3,194556500
chr3,194621500
chr3,195092500
chr3,195246500
chr3,195297500
chr3,196490500
chr3,196821500
chr3,197050500
chr3,197114500
chr3,197376500
chr3,197691500
chr3,197736500
chr3,197763500
chr3,197971500
chr4,68500
chr4,407500
chr4,762500
chr4,1937500
chr4,2181500
chr4,2540500
chr4,3060500
chr4,4105500
chr4,4630500
chr4,6015500
chr4,6125500
chr4,6550500
chr4,6598500
chr4,6646500
chr4,7450500
chr4,8003500
chr4,8890500
chr4,10433500
chr4,10899500
chr4,11545500
chr4,11714500
chr4,12835500
chr4,12935500
chr4,13073500
chr4,13305500
chr4,13565500
chr4,13656500
chr4,14286500
chr4,14492500
chr4,14704500
chr4,15415500
chr4,15636500
chr4,15758500
chr4,16101500
chr4,16310500
chr4,17086500
chr4,17149500
chr4,17188500
chr4,18205500
chr4,18454500
chr4,18464500
chr4,18791500
chr4,19743500
chr4,19908500
chr4,19947500
chr4,20148500
chr4,20355500
chr4,20848500
chr4,21299500
chr4,22569500
chr4,23461500
chr4,23539500
chr4,23655500
chr4,23862500
chr4,24365500
chr4,24527500
chr4,24571500
chr4,24832500
chr4,26035500
chr4,26347500
chr4,26719500
chr4,27879500
chr4,28519500
chr4,28845500
chr4,30124500
chr4,30384500
chr4,30564500
chr4,31234500
chr4,31741500
chr4,31762500
chr4,31769500
chr4,31938500
chr4,32111500
chr4,32478500
chr4,32538500
chr4,32796500
chr4,32830500
chr4,32928500
chr4,33098500
chr4,33169500
chr4,34025500
chr4,34524500
chr4,35148500
chr4,35980500
chr4,36564500
chr4,37005500
chr4,38227500
chr4,38779500
chr4,39138500
chr4,39439500
chr4,40047500
chr4,40721500
chr4,41830500
chr4,42193500
chr4,43146500
chr4,43490500
chr4,44431500
chr4,44601500
chr4,44625500
chr4,44755500
chr4,45215500
chr4,46050500
chr4,46754500
chr4,46873500
chr4,47181500
chr4,48055500
chr4,48336500
chr4,48858500
chr4,48996500
chr4,49017500
chr4,49805500
chr4,50687500
chr4,51228500
chr4,51243500
chr4,51533500
chr4,51889500
chr4,52555500
chr4,53778500
chr4,53974500
chr4,54104500
chr4,54208500
chr4,54975500
chr4,55204500
chr4,55533500
chr4,55595500
chr4,56225500
chr4,56455500
chr4,57055500
chr4,57195500
chr4,57204500
chr4,57207500
chr4,57724500
chr4,58244500
chr4,58409500
chr4,58747500
chr4,58826500
chr4,59434500
chr4,59963500
chr4,60316500
chr4,60629500
chr4,60870500
chr4,60938500
chr4,60995500
chr4,62777500
chr4,63116500
chr4,63481500
chr4,63672500
chr4,64634500
chr4,64811500
chr4,64982500
chr4,65131500
chr4,65495500
chr4,65589500
chr4,65812500
chr4,66344500
chr4,66365500
chr4,66453500
chr4,67433500
chr4,67523500
chr4,67672500
chr4,68530500
chr4,68629500
chr4,68734500
chr4,68788500
chr4,69227500
chr4,69871500
chr4,72038500
chr4,72370500
chr4,73162500
chr4,73563500
chr4,73654500
chr4,73877500
chr4,74074500
chr4,74508500
chr4,74861500
chr4,74919500
chr4,75040500
chr4,75069500
chr4,75270500
chr4,75707500
chr4,76384500
chr4,77039500
chr4,77397500
chr4,77401500
chr4,79093500
chr4,79210500
chr4,79414500
chr4,80586500
chr4,80892500
chr4,81089500
chr4,81517500
chr4,81739500
chr4,81772500
chr4,81970500
chr4,82849500
chr4,83328500
chr4,83622500
chr4,83797500
chr4,84394500
chr4,84399500
chr4,86139500
chr4,86431500
chr4,86649500
chr4,86910500
chr4,87004500
chr4,87276500
chr4,88228500
chr4,88836500
chr4,89004500
chr4,89027500
chr4,89795500
chr4,89840500
chr4,90296500
chr4,91024500
chr4,91346500
chr4,92542500
chr4,92905500
chr4,93505500
chr4,93966500
chr4,93990500
chr4,94351500
chr4,94497500
chr4,94943500
chr4,95034500
chr4,95386500
chr4,95450500
chr4,96128500
chr4,96272500
chr4,97632500
chr4,97920500
chr4,97972500
chr4,98056500
chr4,98790500
chr4,98839500
chr4,99090500
chr4,99705500
chr4,99781500
chr4,99859500
chr4,100043500
chr4,100047500
chr4,100241500
chr4,101145500
chr4,101210500
chr4,101320500
chr4,101338500
chr4,102516500
chr4,102563500
chr4,102589500
chr4,102666500
chr4,102821500
chr4,103043500
chr4,103333500
chr4,103936500
chr4,104353500
chr4,104955500
chr4,104965500
chr4,105046500
chr4,105965500
chr4,105981500
chr4,106062500
chr4,106435500
chr4,106562500
chr4,107374500
chr4,107442500
chr4,107978500
chr4,108504500
chr4,108581500
chr4,109094500
chr4,109297500
chr4,109429500
chr4,109492500
chr4,109572500
chr4,110213500
chr4,110546500
chr4,110718500
chr4,110741500
chr4,111228500
chr4,112947500
chr4,113218500
chr4,113281500
chr4,113295500
chr4,113635500
chr4,114052500
chr4,114074500
chr4,114681500
chr4,114898500
chr4,115062500
chr4,115384500
chr4,116003500
chr4,116059500
chr4,116187500
chr4,117115500
chr4,117395500
chr4,117806500
chr4,118738500
chr4,118782500
chr4,120028500
chr4,120938500
chr4,122035500
chr4,123257500
chr4,123508500
chr4,123977500
chr4,124071500
chr4,124301500
chr4,124606500
chr4,126137500
chr4,126332500
chr4,126464500
chr4,126757500
chr4,126827500
chr4,127158500
chr4,127278500
chr4,127651500
chr4,128451500
chr4,128606500
chr4,129445500
chr4,129499500
chr4,129512500
chr4,129548500
chr4,129710500
chr4,129853500
chr4,130303500
chr4,130761500
chr4,131124500
chr4,131347500
chr4,131483500
chr4,131525500
chr4,131659500
chr4,131669500
chr4,132202500
chr4,132466500
chr4,133199500
chr4,133940500
chr4,133944500
chr4,134297500
chr4,134669500
chr4,135033500
chr4,135203500
chr4,135284500
chr4,135474500
chr4,135537500
chr4,136829500
chr4,137246500
chr4,137323500
chr4,137523500
chr4,137948500
chr4,138172500
chr4,138188500
chr4,138205500
chr4,138423500
chr4,139624500
chr4,139839500
chr4,140400500
chr4,141135500
chr4,141457500
chr4,141791500
chr4,141958500
chr4,142186500
chr4,142412500
chr4,143359500
chr4,143366500
chr4,144889500
chr4,145246500
chr4,145426500
chr4,146182500
chr4,146356500
chr4,146399500
chr4,147019500
chr4,147029500
chr4,147272500
chr4,147418500
chr4,147961500
chr4,148168500
chr4,148194500
chr4,148953500
chr4,149433500
chr4,149468500
chr4,150788500
chr4,150963500
chr4,151075500
chr4,151707500
chr4,153033500
chr4,153220500
chr4,153233500
chr4,154262500
chr4,154448500
chr4,155239500
chr4,155371500
chr4,155990500
chr4,156396500
chr4,156676500
chr4,156947500
chr4,158276500
chr4,158482500
chr4,158582500
chr4,159155500
chr4,159173500
chr4,160507500
chr4,160752500
chr4,160834500
chr4,161304500
chr4,161529500
chr4,161867500
chr4,162404500
chr4,162735500
chr4,162790500
chr4,162958500
chr4,164420500
chr4,164849500
chr4,164980500
chr4,165310500
chr4,166510500
chr4,167267500
chr4,167467500
chr4,167582500
chr4,168059500
chr4,168664500
chr4,169510500
chr4,170136500
chr4,170154500
chr4,170176500
chr4,170435500
chr4,172555500
chr4,172618500
chr4,172784500
chr4,173044500
chr4,173091500
chr4,173165500
chr4,173193500
chr4,173708500
chr4,173743500
chr4,173994500
chr4,174155500
chr4,174209500
chr4,174623500
chr4,174857500
chr4,177059500
chr4,177257500
chr4,177801500
chr4,178015500
chr4,178189500
chr4,178393500
chr4,178512500
chr4,178777500
chr4,179011500
chr4,179062500
chr4,180007500
chr4,181033500
chr4,181119500
chr4,181281500
chr4,181533500
chr4,181557500
chr4,182072500
chr4,182228500
chr4,183892500
chr4,183998500
chr4,184223500
chr4,184518500
chr4,185018500
chr4,185151500
chr4,185325500
chr4,185523500
chr4,186081500
chr4,187918500
chr4,189187500
chr4,189362500
chr4,190153500
chr5,675500
chr5,727500
chr5,908500
chr5,2929500
chr5,3204500
chr5,3410500
chr5,4804500
chr5,5469500
chr5,5726500
chr5,6685500
chr5,6811500
chr5,6957500
chr5,6993500
chr5,8758500
chr5,9216500
chr5,9290500
chr5,10196500
chr5,10406500
chr5,10912500
chr5,11208500
chr5,11451500
chr5,11785500
chr5,12168500
chr5,12206500
chr5,12304500
chr5,12398500
chr5,12474500
chr5,14235500
chr5,14293500
chr5,14676500
chr5,14798500
chr5,15634500
chr5,15843500
chr5,16758500
chr5,16900500
chr5,17104500
chr5,17548500
chr5,17773500
chr5,19460500
chr5,19662500
chr5,19687500
chr5,19696500
chr5,20736500
chr5,21569500
chr5,22085500
chr5,22802500
chr5,23262500
chr5,24533500
chr5,24556500
chr5,24941500
chr5,25001500
chr5,25041500
chr5,25318500
chr5,25527500
chr5,25743500
chr5,26888500
chr5,27711500
chr5,28072500
chr5,29623500
chr5,29944500
chr5,30081500
chr5,31109500
chr5,31320500
chr5,31663500
chr5,32028500
chr5,32506500
chr5,32735500
chr5,34398500
chr5,35303500
chr5,35464500
chr5,36054500
chr5,36536500
chr5,36719500
chr5,36726500
chr5,37086500
chr5,37280500
chr5,37758500
chr5,38392500
chr5,39021500
chr5,39498500
chr5,39813500
chr5,39937500
chr5,40724500
chr5,41147500
chr5,42730500
chr5,43406500
chr5,43409500
chr5,43872500
chr5,44165500
chr5,44481500
chr5,45059500
chr5,45112500
chr5,45159500
chr5,45340500
chr5,45348500
chr5,45354500
chr5,45468500
chr5,45469500
chr5,45609500
chr5,45795500
chr5,46042500
chr5,46373500
chr5,46681500
chr5,47435500
chr5,47741500
chr5,48003500
chr5,48341500
chr5,48620500
chr5,49033500
chr5,49750500
chr5,49769500
chr5,49895500
chr5,49900500
chr5,50148500
chr5,50478500
chr5,50636500
chr5,51315500
chr5,51669500
chr5,51947500
chr5,52081500
chr5,52367500
chr5,53036500
chr5,53112500
chr5,53151500
chr5,54031500
chr5,54408500
chr5,54564500
chr5,54687500
chr5,55004500
chr5,56061500
chr5,56327500
chr5,56470500
chr5,57042500
chr5,57140500
chr5,57220500
chr5,57479500
chr5,58022500
chr5,58556500
chr5,58610500
chr5,59042500
chr5,60545500
chr5,60616500
chr5,62710500
chr5,62954500
chr5,64222500
chr5,65100500
chr5,65115500
chr5,65787500
chr5,66842500
chr5,66948500
chr5,67054500
chr5,67437500
chr5,67601500
chr5,67741500
chr5,67964500
chr5,68139500
chr5,69752500
chr5,69785500
chr5,70012500
chr5,70768500
chr5,71113500
chr5,71271500
chr5,71331500
chr5,71787500
chr5,71939500
chr5,73171500
chr5,73284500
chr5,73331500
chr5,73788500
chr5,74018500
chr5,74454500
chr5,74540500
chr5,75083500
chr5,75145500
chr5,75165500
chr5,75193500
chr5,75298500
chr5,75469500
chr5,75778500
chr5,75843500
chr5,75998500
chr5,76066500
chr5,76146500
chr5,76180500
chr5,77378500
chr5,77922500
chr5,78189500
chr5,78424500
chr5,78537500
chr5,78755500
chr5,78849500
chr5,79308500
chr5,79461500
chr5,79570500
chr5,80508500
chr5,80673500
chr5,82671500
chr5,82694500
chr5,82908500
chr5,83270500
chr5,83327500
chr5,83580500
chr5,83615500
chr5,83669500
chr5,84325500
chr5,84494500
chr5,84731500
chr5,84775500
chr5,85172500
chr5,85392500
chr5,86209500
chr5,86316500
chr5,86381500
chr5,86528500
chr5,87193500
chr5,87403500
chr5,87862500
chr5,88024500
chr5,88658500
chr5,88884500
chr5,89338500
chr5,89817500
chr5,90229500
chr5,90638500
chr5,90706500
chr5,90869500
chr5,91019500
chr5,91052500
chr5,91149500
chr5,91291500
chr5,91965500
chr5,92420500
chr5,92554500
chr5,93934500
chr5,94013500
chr5,94043500
chr5,94117500
chr5,96861500
chr5,98280500
chr5,99115500
chr5,99188500
chr5,99271500
chr5,99619500
chr5,100710500
chr5,101025500
chr5,101330500
chr5,101960500
chr5,102041500
chr5,102088500
chr5,102161500
chr5,102344500
chr5,102441500
chr5,102549500
chr5,102908500
chr5,103477500
chr5,103530500
chr5,103624500
chr5,103670500
chr5,103899500
chr5,104740500
chr5,106086500
chr5,106665500
chr5,107038500
chr5,107212500
chr5,107884500
chr5,108524500
chr5,108617500
chr5,109610500
chr5,109799500
chr5,110705500
chr5,111318500
chr5,111367500
chr5,112096500
chr5,112521500
chr5,112699500
chr5,113282500
chr5,113339500
chr5,113528500
chr5,113783500
chr5,114122500
chr5,114998500
chr5,115206500
chr5,115495500
chr5,115537500
chr5,116084500
chr5,116769500
chr5,117084500
chr5,117570500
chr5,117792500
chr5,118690500
chr5,119254500
chr5,120229500
chr5,120388500
chr5,120995500
chr5,121595500
chr5,121680500
chr5,122573500
chr5,122901500
chr5,123257500
chr5,123574500
chr5,123587500
chr5,123904500
chr5,124183500
chr5,124484500
chr5,124581500
chr5,124604500
chr5,125952500
chr5,126100500
chr5,127072500
chr5,127100500
chr5,127244500
chr5,127249500
chr5,127575500
chr5,127700500
chr5,127741500
chr5,128095500
chr5,128318500
chr5,128693500
chr5,128717500
chr5,128757500
chr5,128949500
chr5,129597500
chr5,129943500
chr5,131114500
chr5,131976500
chr5,132294500
chr5,132387500
chr5,133004500
chr5,133584500
chr5,133775500
chr5,134005500
chr5,134312500
chr5,134626500
chr5,134716500
chr5,135957500
chr5,136477500
chr5,136684500
chr5,136770500
chr5,137185500
chr5,137457500
chr5,137770500
chr5,137837500
chr5,137923500
chr5,138139500
chr5,139029500
chr5,139134500
chr5,139315500
chr5,139368500
chr5,139464500
chr5,139486500
chr5,139523500
chr5,139928500
chr5,140274500
chr5,140554500
chr5,140624500
chr5,140795500
chr5,141228500
chr5,141513500
chr5,141551500
chr5,142044500
chr5,142120500
chr5,142819500
chr5,143188500
chr5,143199500
chr5,143642500
chr5,144377500
chr5,144910500
chr5,145541500
chr5,145708500
chr5,145805500
chr5,146418500
chr5,147295500
chr5,148185500
chr5,149161500
chr5,150143500
chr5,150803500
chr5,151941500
chr5,152005500
chr5,152612500
chr5,153060500
chr5,153161500
chr5,153211500
chr5,153810500
chr5,154171500
chr5,154200500
chr5,154311500
chr5,154331500
chr5,154600500
chr5,154723500
chr5,155273500
chr5,155391500
chr5,155561500
chr5,155714500
chr5,156016500
chr5,156054500
chr5,156428500
chr5,156449500
chr5,157572500
chr5,157774500
chr5,160231500
chr5,161478500
chr5,161714500
chr5,162249500
chr5,162319500
chr5,162541500
chr5,163204500
chr5,163618500
chr5,164044500
chr5,164538500
chr5,164737500
chr5,165186500
chr5,165566500
chr5,165711500
chr5,166148500
chr5,166446500
chr5,166499500
chr5,166884500
chr5,167040500
chr5,167529500
chr5,167806500
chr5,168018500
chr5,168208500
chr5,168741500
chr5,168984500
chr5,169059500
chr5,169068500
chr5,169487500
chr5,169805500
chr5,169883500
chr5,170359500
chr5,170594500
chr5,171246500
chr5,171270500
chr5,172028500
chr5,172283500
chr5,172471500
chr5,173131500
chr5,173473500
chr5,174206500
chr5,174377500
chr5,175419500
chr5,175483500
chr5,175589500
chr5,175767500
chr5,176435500
chr5,176590500
chr5,178155500
chr5,178488500
chr5,178784500
chr5,178803500
chr5,179255500
chr5,179409500
chr5,180045500
chr5,180168500
chr5,180190500
chr5,180326500
chr5,180407500
chr5,180472500
chr5,180848500
chr5,181364500
chr5,181385500
chr6,121500
chr6,270500
chr6,1169500
chr6,1660500
chr6,1876500
chr6,1896500
chr6,2395500
chr6,3571500
chr6,3906500
chr6,4250500
chr6,4603500
chr6,5492500
chr6,5801500
chr6,6174500
chr6,6709500
chr6,7883500
chr6,8132500
chr6,9254500
chr6,9263500
chr6,9905500
chr6,10143500
chr6,10287500
chr6,10786500
chr6,11256500
chr6,11293500
chr6,12994500
chr6,14062500
chr6,14107500
chr6,14273500
chr6,15001500
chr6,15397500
chr6,16057500
chr6,16108500
chr6,16141500
chr6,16641500
chr6,16778500
chr6,16835500
chr6,16965500
chr6,17077500
chr6,17222500
chr6,18683500
chr6,19629500
chr6,19630500
chr6,19631500
chr6,19641500
chr6,20058500
chr6,20596500
chr6,20819500
chr6,20918500
chr6,21039500
chr6,21513500
chr6,21642500
chr6,21885500
chr6,22059500
chr6,22424500
chr6,22757500
chr6,22897500
chr6,24247500
chr6,24574500
chr6,25755500
chr6,25774500
chr6,26098500
chr6,26242500
chr6,26393500
chr6,27622500
chr6,28853500
chr6,28908500
chr6,28997500
chr6,29213500
chr6,29239500
chr6,29412500
chr6,29626500
chr6,29712500
chr6,30033500
chr6,30227500
chr6,30812500
chr6,30838500
chr6,31231500
chr6,31292500
chr6,32003500
chr6,32066500
chr6,35817500
chr6,35847500
chr6,36201500
chr6,37225500
chr6,37256500
chr6,37311500
chr6,38272500
chr6,38711500
chr6,39407500
chr6,40160500
chr6,40405500
chr6,40796500
chr6,41483500
chr6,41862500
chr6,41922500
chr6,42226500
chr6,42592500
chr6,42727500
chr6,43770500
chr6,44021500
chr6,44239500
chr6,44425500
chr6,44608500
chr6,44747500
chr6,45535500
chr6,45557500
chr6,45585500
chr6,46496500
chr6,46814500
chr6,47078500
chr6,48258500
chr6,48371500
chr6,48531500
chr6,48565500
chr6,48923500
chr6,49135500
chr6,49208500
chr6,51510500
chr6,51546500
chr6,52453500
chr6,52707500
chr6,52840500
chr6,52977500
chr6,53004500
chr6,53436500
chr6,53742500
chr6,53848500
chr6,53853500
chr6,53862500
chr6,54210500
chr6,54524500
chr6,55142500
chr6,55345500
chr6,55857500
chr6,55931500
chr6,56338500
chr6,56603500
chr6,56673500
chr6,56693500
chr6,57355500
chr6,57471500
chr6,57612500
chr6,58516500
chr6,58738500
chr6,59143500
chr6,59519500
chr6,59690500
chr6,59720500
chr6,59926500
chr6,61365500
chr6,61367500
chr6,61687500
chr6,61736500
chr6,62181500
chr6,62351500
chr6,63179500
chr6,63462500
chr6,63905500
chr6,64454500
chr6,64518500
chr6,64593500
chr6,65077500
chr6,65105500
chr6,65383500
chr6,65435500
chr6,65517500
chr6,66466500
chr6,66742500
chr6,67330500
chr6,67625500
chr6,68035500
chr6,68526500
chr6,68831500
chr6,69745500
chr6,70933500
chr6,71044500
chr6,71143500
chr6,71291500
chr6,72611500
chr6,73251500
chr6,73257500
chr6,73268500
chr6,73787500
chr6,75350500
chr6,75632500
chr6,76349500
chr6,76459500
chr6,76462500
chr6,76848500
chr6,76877500
chr6,77216500
chr6,77519500
chr6,77653500
chr6,77918500
chr6,78708500
chr6,79308500
chr6,79379500
chr6,80080500
chr6,80368500
chr6,80637500
chr6,80971500
chr6,81054500
chr6,81278500
chr6,81571500
chr6,82989500
chr6,83425500
chr6,84675500
chr6,84709500
chr6,85174500
chr6,85398500
chr6,86215500
chr6,86534500
chr6,87228500
chr6,87468500
chr6,87626500
chr6,87798500
chr6,87826500
chr6,87916500
chr6,87959500
chr6,90956500
chr6,91342500
chr6,91405500
chr6,92275500
chr6,92724500
chr6,93973500
chr6,94022500
chr6,94058500
chr6,94875500
chr6,95136500
chr6,95274500
chr6,95577500
chr6,95881500
chr6,96090500
chr6,96626500
chr6,96812500
chr6,98271500
chr6,98316500
chr6,98389500
chr6,98652500
chr6,98747500
chr6,98934500
chr6,99025500
chr6,99520500
chr6,99565500
chr6,99705500
chr6,99973500
chr6,101036500
chr6,101710500
chr6,101737500
chr6,101819500
chr6,102351500
chr6,102578500
chr6,103048500
chr6,103261500
chr6,103565500
chr6,103614500
chr6,104118500
chr6,104237500
chr6,104479500
chr6,104772500
chr6,105528500
chr6,105553500
chr6,105738500
chr6,106825500
chr6,106868500
chr6,107382500
chr6,107433500
chr6,107820500
chr6,108104500
chr6,108910500
chr6,108971500
chr6,109622500
chr6,109626500
chr6,109840500
chr6,109975500
chr6,110177500
chr6,110323500
chr6,110764500
chr6,110787500
chr6,111112500
chr6,112071500
chr6,113266500
chr6,113422500
chr6,113461500
chr6,113919500
chr6,113974500
chr6,114232500
chr6,114408500
chr6,114566500
chr6,115487500
chr6,115691500
chr6,116071500
chr6,116805500
chr6,116881500
chr6,118549500
chr6,119146500
chr6,119762500
chr6,121183500
chr6,121625500
chr6,122616500
chr6,122800500
chr6,123039500
chr6,123083500
chr6,123665500
chr6,124048500
chr6,124391500
chr6,125289500
chr6,125499500
chr6,125676500
chr6,125925500
chr6,126182500
chr6,126792500
chr6,126958500
chr6,128453500
chr6,128861500
chr6,128892500
chr6,130061500
chr6,130164500
chr6,130458500
chr6,131602500
chr6,131796500
chr6,132378500
chr6,132432500
chr6,132865500
chr6,132922500
chr6,133188500
chr6,133619500
chr6,134119500
chr6,134173500
chr6,134296500
chr6,134517500
chr6,135213500
chr6,135226500
chr6,135666500
chr6,135689500
chr6,135741500
chr6,136304500
chr6,136499500
chr6,136555500
chr6,137095500
chr6,137699500
chr6,138025500
chr6,138252500
chr6,138290500
chr6,138459500
chr6,139399500
chr6,139644500
chr6,140180500
chr6,140253500
chr6,140310500
chr6,140385500
chr6,140865500
chr6,140980500
chr6,141036500
chr6,143236500
chr6,144035500
chr6,144047500
chr6,144609500
chr6,145033500
chr6,145045500
chr6,145853500
chr6,146835500
chr6,147117500
chr6,147126500
chr6,147803500
chr6,148175500
chr6,148934500
chr6,149002500
chr6,149554500
chr6,149808500
chr6,150723500
chr6,150826500
chr6,151386500
chr6,152049500
chr6,153355500
chr6,153946500
chr6,154533500
chr6,155360500
chr6,155518500
chr6,155520500
chr6,155701500
chr6,156219500
chr6,156674500
chr6,156676500
chr6,156759500
chr6,156820500
chr6,156855500
chr6,156903500
chr6,157686500
chr6,157916500
chr6,158038500
chr6,158110500
chr6,158420500
chr6,158685500
chr6,159013500
chr6,159829500
chr6,160085500
chr6,161089500
chr6,161406500
chr6,161495500
chr6,162223500
chr6,162725500
chr6,162817500
chr6,163198500
chr6,163756500
chr6,163798500
chr6,163817500
chr6,164351500
chr6,166789500
chr6,168424500
chr6,168708500
chr6,168749500
chr6,168775500
chr6,169321500
chr6,169506500
chr6,169882500
chr6,170310500
chr7,359500
chr7,467500
chr7,821500
chr7,2290500
chr7,2786500
chr7,2929500
chr7,2992500
chr7,2999500
chr7,3317500
chr7,3467500
chr7,4454500
chr7,4716500
chr7,4862500
chr7,4959500
chr7,5242500
chr7,5781500
chr7,5843500
chr7,6405500
chr7,6871500
chr7,7415500
chr7,7515500
chr7,7622500
chr7,8723500
chr7,9079500
chr7,9160500
chr7,9662500
chr7,10015500
chr7,10450500
chr7,10742500
chr7,10880500
chr7,10905500
chr7,11207500
chr7,11275500
chr7,11296500
chr7,12272500
chr7,12959500
chr7,13423500
chr7,14082500
chr7,14604500
chr7,14622500
chr7,14628500
chr7,15206500
chr7,15250500
chr7,15471500
chr7,15599500
chr7,15723500
chr7,16027500
chr7,16668500
chr7,16907500
chr7,17492500
chr7,17815500
chr7,17956500
chr7,18211500
chr7,18304500
chr7,18391500
chr7,18687500
chr7,19344500
chr7,19389500
chr7,20154500
chr7,20556500
chr7,20669500
chr7,21174500
chr7,21573500
chr7,22126500
chr7,22493500
chr7,22598500
chr7,22707500
chr7,22835500
chr7,22981500
chr7,23472500
chr7,23896500
chr7,23942500
chr7,24091500
chr7,24508500
chr7,25438500
chr7,25534500
chr7,25832500
chr7,26135500
chr7,26142500
chr7,26360500
chr7,26562500
chr7,28401500
chr7,29248500
chr7,29473500
chr7,29500500
chr7,30453500
chr7,30969500
chr7,31146500
chr7,31286500
chr7,31979500
chr7,32321500
chr7,32854500
chr7,33136500
chr7,33790500
chr7,33914500
chr7,33952500
chr7,34615500
chr7,35456500
chr7,36225500
chr7,36382500
chr7,36880500
chr7,37080500
chr7,39110500
chr7,39462500
chr7,39520500
chr7,39817500
chr7,39829500
chr7,39900500
chr7,39920500
chr7,40354500
chr7,41133500
chr7,41218500
chr7,41344500
chr7,42018500
chr7,42556500
chr7,44823500
chr7,44861500
chr7,44994500
chr7,45247500
chr7,46345500
chr7,46779500
chr7,47334500
chr7,48134500
chr7,48258500
chr7,48352500
chr7,48634500
chr7,49730500
chr7,50055500
chr7,50156500
chr7,50260500
chr7,50795500
chr7,50835500
chr7,50988500
chr7,51087500
chr7,51470500
chr7,51844500
chr7,51930500
chr7,52362500
chr7,52585500
chr7,52647500
chr7,53118500
chr7,53218500
chr7,53612500
chr7,54298500
chr7,54337500
chr7,54392500
chr7,54406500
chr7,54848500
chr7,56325500
chr7,56566500
chr7,56639500
chr7,56729500
chr7,56770500
chr7,57071500
chr7,57689500
chr7,57779500
chr7,57904500
chr7,58001500
chr7,58171500
chr7,58235500
chr7,58258500
chr7,59164500
chr7,59487500
chr7,59577500
chr7,60095500
chr7,60436500
chr7,60483500
chr7,60997500
chr7,61953500
chr7,62103500
chr7,62156500
chr7,62378500
chr7,62845500
chr7,63607500
chr7,63825500
chr7,64149500
chr7,64292500
chr7,64513500
chr7,65561500
chr7,65645500
chr7,66185500
chr7,66634500
chr7,67160500
chr7,67286500
chr7,67515500
chr7,67854500
chr7,68085500
chr7,68630500
chr7,68699500
chr7,68743500
chr7,69441500
chr7,69978500
chr7,69979500
chr7,70130500
chr7,70558500
chr7,71033500
chr7,71208500
chr7,72131500
chr7,72295500
chr7,72672500
chr7,72921500
chr7,73198500
chr7,73206500
chr7,73736500
chr7,73746500
chr7,74253500
chr7,74994500
chr7,75405500
chr7,75436500
chr7,75983500
chr7,76105500
chr7,76155500
chr7,76637500
chr7,77456500
chr7,78090500
chr7,78102500
chr7,78189500
chr7,78195500
chr7,78417500
chr7,78589500
chr7,78914500
chr7,79204500
chr7,79345500
chr7,79356500
chr7,79740500
chr7,79876500
chr7,80140500
chr7,80295500
chr7,80840500
chr7,81362500
chr7,81800500
chr7,81955500
chr7,82415500
chr7,82465500
chr7,83108500
chr7,83567500
chr7,84011500
chr7,84514500
chr7,84732500
chr7,84826500
chr7,84830500
chr7,84978500
chr7,84997500
chr7,85767500
chr7,86190500
chr7,86687500
chr7,86900500
chr7,87359500
chr7,87953500
chr7,88170500
chr7,88209500
chr7,88403500
chr7,89297500
chr7,89899500
chr7,90317500
chr7,90425500
chr7,90464500
chr7,90969500
chr7,90972500
chr7,91719500
chr7,92365500
chr7,92441500
chr7,92643500
chr7,93067500
chr7,93244500
chr7,93774500
chr7,93933500
chr7,94122500
chr7,94499500
chr7,95371500
chr7,95786500
chr7,96113500
chr7,96223500
chr7,96242500
chr7,96672500
chr7,96776500
chr7,97120500
chr7,97349500
chr7,97799500
chr7,97825500
chr7,97847500
chr7,98233500
